Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1440,42,46,33,43,3645.6,3645.6,9656,9656,1445,7.89E+05,1.04E+07,9246278,2.65E+05,236292,1.90E+05,1.25E+05,0.7893905,10.37888,9.246278,2.65E+00,2.36E+00,1.90E+00,1.25E+00,1855,1142,148.4,111.3,64.119,0,0,0,0,0,0
1445,41,47,33,43,3645.6,3645.6,9372,9656,1450,783714,1.37E+07,1.03E+07,238638,236292,1.90E+05,140648,0.783714,13.71204,10.27697,2.39E+00,2.36E+00,1.90E+00,1.41E+00,1856,1141,148.48,111.36,64.119,0,0,0,0,0,0
1450,41,47,33,43,3645.6,3645.6,9656,9656,1455,7.91E+05,9485887,9725451,238638,1.29E+05,1.90E+05,2.14E+05,0.7914535,9.485887,9.725451,2.39E+00,1.29E+00,1.90E+00,2.14E+00,1861,1143,148.88,111.66,64.119,0,0,0,0,0,0
1455,41,47,33,43,3645.6,3645.6,9656,9656,1460,2.40E+05,3.74E+06,1725189,3.03E+04,1.29E+05,35903,8.30E+03,0.2397633,3.744176,1.725189,3.03E-01,1.29E+00,3.59E-01,8.30E-02,1871,1141,149.68,112.26,64.119,0,0,0,0,0,0
1460,42,46,33,43,3645.6,3645.6,9656,9656,1465,860588,8672417,1.26E+07,1.37E+05,2.53E+05,1.27E+05,8.30E+03,0.860588,8.672417,12.60593,1.37E+00,2.53E+00,1.27E+00,8.30E-02,1882,1142,150.56,112.92,64.119,0,11.2,0,105.8,0,105800
1465,42,46,33,43,3567.2,3645.6,9656,9656,1470,794480,8941865,9109411,1.37E+05,1.01E+05,2.36E+05,8.30E+03,0.79448,8.941865,9.109411,1.37E+00,1.01E+00,2.36E+00,8.30E-02,1860,1144,148.8,111.6,64.119,0,0,0,0,0,0
1470,41,47,33,43,3645.6,3645.6,9372,9656,1475,7.93E+05,1.00E+07,9123677,2.55E+05,1.01E+05,1.97E+05,8.30E+03,0.7930825,10.00178,9.123677,2.55E+00,1.01E+00,1.97E+00,8.30E-02,1856,1143,148.48,111.36,64.119,0,0,0,0,0,0
1475,41,46,33,43,3645.6,3567.2,9372,9656,1480,782219,13285789,1.06E+07,2.55E+05,3.28E+05,2.38E+05,8.30E+03,0.782219,13.285789,10.62849,2.55E+00,3.28E+00,2.38E+00,8.30E-02,1860,1142,148.8,111.6,64.119,0,0,0,0,0,0
1480,42,46,33,43,3645.6,3645.6,9656,9656,1485,7.93E+05,8.96E+06,8.87E+06,2.15E+05,3.28E+05,2.38E+05,2.01E+05,0.7926155,8.95958,8.871766,2.15E+00,3.28E+00,2.38E+00,2.01E+00,1860,1142,148.8,111.6,64.119,0,0,0,0,0,0
1485,42,46,33,43,3645.6,3645.6,9656,9656,1490,869504,1.04E+07,9465798,2.52E+05,3.28E+05,209334,2.01E+05,0.869504,10.39731,9.465798,2.52E+00,3.28E+00,2.09E+00,2.01E+00,1856,1142,148.48,111.36,64.119,0,0,0,0,0,0
1490,41,46,33,43,3645.6,3645.6,9656,9656,1495,788529,13873418,10930984,2.52E+05,314395,2.22E+05,2.01E+05,0.788529,13.873418,10.930984,2.52E+00,3.14E+00,2.22E+00,2.01E+00,1857,1143,148.56,111.42,64.119,0,10.8,0,106.4,0,106400
1495,41,46,33,43,3645.6,3645.6,9656,9656,1500,7.83E+05,9.84E+06,9008375,2.36E+05,314395,2.22E+05,113544,0.7829065,9.840462,9.008375,2.36E+00,3.14E+00,2.22E+00,1.14E+00,1862,1143,148.96,111.72,64.119,0,0,0,0,0,0
1500,42,47,33,43,3645.6,3645.6,9372,9372,1505,1.05E+06,6304188,10680105,1.64E+05,1.38E+05,1.23E+05,113544,1.046639,6.304188,10.680105,1.64E+00,1.38E+00,1.23E+00,1.14E+00,1858,1143,148.64,111.48,64.119,0,0,0,0,0,0
1505,41,47,33,43,3645.6,3567.2,9656,9372,1510,1.43E+05,5.24E+06,2.71E+06,68345,1.38E+05,2.28E+03,113544,0.1430465,5.235142,2.71011,6.83E-01,1.38E+00,2.28E-02,1.14E+00,1856,1143,148.48,111.36,64.119,0,0,0,0,0,0
1510,42,46,33,43,3645.6,3645.6,9656,9656,1515,5.24E+05,1.29E+07,5.91E+06,68345,138195,1.11E+05,1.14E+05,0.5243187,12.88133,5.905431,6.83E-01,1.38E+00,1.11E+00,1.14E+00,1966,1143,157.28,117.96,64.119,0,0,0,0,0,0
1515,41,46,33,43,3645.6,3645.6,9656,9656,1520,5.77E+05,13734714,6129978,1.72E+05,138195,1.36E+05,77205,0.5767827,13.734714,6.129978,1.72E+00,1.38E+00,1.36E+00,7.72E-01,1857,1143,148.56,111.42,64.119,0,0,0,0,0,0
1520,41,46,33,43,3645.6,3645.6,9656,9656,1525,7.91E+05,1.45E+07,10275305,487343,138195,1.36E+05,118201,0.7914325,14.46136,10.275305,4.87E+00,1.38E+00,1.36E+00,1.18E+00,1858,1143,148.64,111.48,64.119,0,9.8,0,105.9,0,105900
1525,42,46,33,43,3567.2,3645.6,9656,9656,1530,7.85E+05,9.36E+06,8364568,2.89E+05,138195,1.90E+05,118201,0.7850345,9.359088,8.364568,2.89E+00,1.38E+00,1.90E+00,1.18E+00,1860,1142,148.8,111.6,64.119,0,0,0,0,0,0
1530,42,46,33,43,3645.6,3645.6,9656,9656,1535,787174,9489190,8.48E+06,2.89E+05,207025,1.90E+05,1.08E+05,0.787174,9.48919,8.48384,2.89E+00,2.07E+00,1.90E+00,1.08E+00,1856,1142,148.48,111.36,64.119,0,0,0,0,0,0
1535,41,47,33,43,3645.6,3645.6,9656,9656,1540,7.91E+05,13631360,9.79E+06,2.89E+05,4.03E+05,1.90E+05,108892,0.7912225,13.63136,9.78502,2.89E+00,4.03E+00,1.90E+00,1.09E+00,1851,1142,148.08,111.06,64.119,0,0,0,0,0,0
1540,41,46,33,43,3645.6,3645.6,9656,9656,1545,789906,9.10E+06,8025120,2.89E+05,2.15E+05,1.90E+05,118287,0.789906,9.098352,8.02512,2.89E+00,2.15E+00,1.90E+00,1.18E+00,1855,1142,148.4,111.3,64.119,0,0,0,0,0,0
