time ,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,InputDCPwr2,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1510,44.85714286,49.42857143,36,46,3645.6,3645.6,9534.285714,9656,492111,17710406,3385187,3.40E+04,43254,449720,282669,0.492111,17.710406,3.385187,0.3400233,0.43254,4.4972,2.82669,1861,1152,148.88,1488.8,1116.6,55.83,63.413,0,0,0,0,0,0
1515,44.92857143,49.32142857,36,46,3645.6,3645.6,9514,9656,1599696,17710406,18894199,3.40E+04,779171,449720,282669,1.599696,17.710406,18.894199,0.3400233,7.79171,4.4972,2.82669,1864,1153,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1520,45,49.21428571,36,46,3645.6,3645.6,9493.714286,9656,1599696,20699663,18894199,3.40E+04,779171,449720,327501,1.599696,20.699663,18.894199,0.3400233,7.79171,4.4972,3.27501,1865,1152,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1525,45.07142857,49.10714286,36,46,3645.6,3645.6,9473.428571,9656,1581902,20699663,18706228,493677,779171,449720,327501,1.581902,20.699663,18.706228,4.93677,7.79171,4.4972,3.27501,1863,1152,149.04,1490.4,1117.8,55.89,63.479,0,9.8,0,103.8,0,103800
1530,45.14285714,49,36,46,3645.6,3645.6,9453.142857,9656,1569311,20699663,21642444,493677,604902,449720,327501,1.569311,20.699663,21.642444,4.93677,6.04902,4.4972,3.27501,1864,1151,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1535,45.21428571,48.89285714,36,46,3645.6,3645.6,9432.857143,9656,5.32E+05,1.29E+07,5.93E+06,493677,1.30E+05,1.37E+05,9.51E+04,0.5322923,12.86693,5.930122,4.93677,1.302727,1.368373,0.9512233,1866,1152,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1540,45.28571429,48.78571429,36,46,3645.6,3645.6,9412.571429,9656,5.32E+05,18849737,5.93E+06,493677,1.30E+05,1.37E+05,230809,0.5322923,18.849737,5.930122,4.93677,1.302727,1.368373,2.30809,1862,1149,148.96,1489.6,1117.2,55.86,63.446,0,0,0,0,0,0
1545,45.35714286,48.67857143,36,46,3645.6,3645.6,9392.285714,9656,1582783,18849737,20114563,493677,723939,1.37E+05,230809,1.582783,18.849737,20.114563,4.93677,7.23939,1.368373,2.30809,1865,1152,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1550,45.42857143,48.57142857,36,46,3645.6,3645.6,9372,9656,1582783,21339090,20114563,493677,723939,472540,230809,1.582783,21.33909,20.114563,4.93677,7.23939,4.7254,2.30809,1872,1152,149.76,1497.6,1123.2,56.16,63.776,0,0,0,0,0,0
1555,45.5,48.46428571,36,46,3645.6,3645.6,9351.714286,9656,1.49E+05,3607428,1.35E+06,4.06E+04,723939,2.28E+04,1.11E+04,0.1490453,3.607428,1.3512,0.4059233,7.23939,0.2283767,0.1106267,2001,1152,160.08,1600.8,1200.6,60.03,68.033,0,13.4,0,142.1,0,142100
1560,45.57142857,48.35714286,36,46,3645.6,3645.6,9331.428571,9656,1.49E+05,26623323,1.35E+06,4.06E+04,723939,387548,1.11E+04,0.1490453,26.623323,1.3512,0.4059233,7.23939,3.87548,0.1106267,1870,1151,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1565,45.64285714,48.25,36,46,3645.6,3645.6,9311.142857,9656,1.49E+05,18940826,1.35E+06,4.06E+04,723939,386339,1.11E+04,0.1490453,18.940826,1.3512,0.4059233,7.23939,3.86339,0.1106267,1864,1151,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1570,45.71428571,48.14285714,36,46,3645.6,3645.6,9290.857143,9656,1570892,18940826,17380343,4.06E+04,432789,386339,1.11E+04,1.570892,18.940826,17.380343,0.4059233,4.32789,3.86339,0.1106267,1867,1152,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1575,45.78571429,48.03571429,36,46,3645.6,3645.6,9270.571429,9656,1571447,18940826,20098897,4.06E+04,733454,386339,1.11E+04,1.571447,18.940826,20.098897,0.4059233,7.33454,3.86339,0.1106267,1866,1152,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1580,45.85714286,47.92857143,36,46,3645.6,3645.6,9250.285714,9656,1571447,19810850,20098897,4.06E+04,733454,402969,1.11E+04,1.571447,19.81085,20.098897,0.4059233,7.33454,4.02969,0.1106267,1869,1153,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1585,45.92857143,47.82142857,36,46,3645.6,3645.6,9230,9656,1571447,21247917,20098897,4.06E+04,733454,398771,1.11E+04,1.571447,21.247917,20.098897,0.4059233,7.33454,3.98771,0.1106267,1870,1152,149.6,1496,1122,56.1,63.71,0,11.2,0,106,0,106000
1590,46,47.71428571,36,46,3645.6,3645.6,9209.714286,9656,8.01E+05,13814086,1.03E+07,2.58E+05,733454,398771,150860,0.8011035,13.814086,10.34268,2.575545,7.33454,3.98771,1.5086,1868,1152,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1595,46.07142857,47.60714286,36,46,3645.6,3645.6,9189.428571,9656,8.01E+05,19465113,1.03E+07,2.58E+05,733454,404464,150860,0.8011035,19.465113,10.34268,2.575545,7.33454,4.04464,1.5086,1869,1152,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1600,46.14285714,47.5,36,46,3645.6,3645.6,9169.142857,9656,1591092,19465113,12737521,2.58E+05,341357,404464,150860,1.591092,19.465113,12.737521,2.575545,3.41357,4.04464,1.5086,1869,1152,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1605,46.21428571,47.39285714,36,46,3645.6,3645.6,9148.857143,9656,1591092,1.53E+07,12737521,2.58E+05,341357,79368,6.36E+04,1.591092,15.31321,12.737521,2.575545,3.41357,0.79368,0.635775,1904,1152,152.32,1523.2,1142.4,57.12,64.832,0,0,0,0,0,0
1610,46.28571429,47.28571429,36,46,3645.6,3645.6,9128.571429,9656,1591092,20062614,12737521,2.58E+05,341357,172037,170978,1.591092,20.062614,12.737521,2.575545,3.41357,1.72037,1.70978,1868,1152,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1615,46.35714286,47.17857143,36,46,3645.6,3645.6,9108.285714,9656,782825,10865908,9281220,305227,341357,185986,170978,0.782825,10.865908,9.28122,3.05227,3.41357,1.85986,1.70978,1868,1151,149.44,1494.4,1120.8,56.04,63.644,0,8.6,0,106.7,0,106700
1620,46.42857143,47.07142857,36,46,3645.6,3645.6,9088,9656,782825,27202419,9281220,305227,341357,392393,170978,0.782825,27.202419,9.28122,3.05227,3.41357,3.92393,1.70978,1866,1152,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1625,46.5,46.96428571,36,46,3645.6,3645.6,9067.714286,9656,1577193,27202419,18060280,550839,341357,392393,170978,1.577193,27.202419,18.06028,5.50839,3.41357,3.92393,1.70978,1863,1151,149.04,1490.4,1117.8,55.89,63.479,0,0,0,0,0,0
1630,46.57142857,46.85714286,36,46,3645.6,3645.6,9047.428571,9656,1565190,27202419,17769150,550839,389071,392393,170978,1.56519,27.202419,17.76915,5.50839,3.89071,3.92393,1.70978,1867,1152,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1635,46.64285714,46.75,36,46,3645.6,3645.6,9027.142857,9656,1580627,27202419,19728986,550839,768739,392393,170978,1.580627,27.202419,19.728986,5.50839,7.68739,3.92393,1.70978,1864,1150,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1640,46.71428571,46.64285714,36,46,3645.6,3645.6,9006.857143,9656,1580627,21803009,19728986,550839,768739,438018,170978,1.580627,21.803009,19.728986,5.50839,7.68739,4.38018,1.70978,1874,1152,149.92,1499.2,1124.4,56.22,63.842,0,0,0,0,0,0
1645,46.78571429,46.53571429,36,46,3645.6,3645.6,8986.571429,9656,1580627,2.07E+07,19728986,550839,768739,2.38E+05,2.43E+05,1.580627,20.652,19.728986,5.50839,7.68739,2.384695,2.434305,1863,1151,149.04,1490.4,1117.8,55.89,63.479,0,9,0,107.8,0,107800
1650,46.85714286,46.42857143,36,46,3645.6,3645.6,8966.285714,9656,453739,12913869,4.48E+06,550839,2.11E+05,8.16E+04,45148,0.453739,12.913869,4.478623,5.50839,2.105393,0.8158767,0.45148,1897,1152,151.76,1517.6,1138.2,56.91,64.601,0,0,0,0,0,0
1655,46.92857143,46.32142857,36,46,3645.6,3645.6,8946,9656,453739,10639291,4.48E+06,550839,2.11E+05,8.16E+04,131286,0.453739,10.639291,4.478623,5.50839,2.105393,0.8158767,1.31286,1919,1152,153.52,1535.2,1151.4,57.57,65.327,0,0,0,0,0,0
1660,47,46.21428571,36,46,3645.6,3645.6,8925.714286,9656,453739,20169240,4.48E+06,550839,2.11E+05,8.16E+04,200869,0.453739,20.16924,4.478623,5.50839,2.105393,0.8158767,2.00869,1865,1150,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1665,47.07142857,46.10714286,36,46,3645.6,3645.6,8905.428571,9656,791550,1.33E+07,1.02E+07,229970,2.11E+05,8.16E+04,1.23E+05,0.79155,13.28256,10.19309,2.2997,2.105393,0.8158767,1.232695,1870,1150,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1670,47.14285714,46,36,46,3645.6,3645.6,8885.142857,9656,884648,10189723,9231350,269143,2.11E+05,226249,1.23E+05,0.884648,10.189723,9.23135,2.69143,2.105393,2.26249,1.232695,1869,1151,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
