,,,,,,,,,,,,,,,,,,Real Temp Difference,,,
scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,,,CPU,,,
ule,1,265,2,13.35,19.64,32.1,10.85,8.136,,,945,35.727,37.683,34.937,35.310,,945,-1.833,-3.460,1.587,0.127
ule,1,265,3,3.745,5.335,35.1,7.363,5.523,,,950,35.727,37.727,34.933,35.270,,950,-2.123,-3.313,1.833,0.170
ule,1,270,0,60.46,76.52,36.1,28.85,21.64,,,955,35.937,37.977,34.897,34.665,,955,-1.663,-3.188,1.672,-0.685
ule,1,270,1,148.6,205.6,41.1,65.89,49.41,,tas Total,,35.507,37.875,34.301,34.812,,,,,,
ule,1,270,2,13.35,19.67,32.1,10.85,8.14,,ule,40,32.350,35.227,28.017,31.393,,,,,,
ule,1,270,3,3.745,5.338,35.1,7.364,5.523,,,45,32.687,35.977,28.433,31.727,,,,,,
ule,1,275,0,61.85,78.2,36.1,29.36,22.02,,,50,33.147,36.393,28.723,31.977,,,,,,
ule,1,275,1,152,210,41.1,67.18,50.38,,,55,33.310,36.893,29.060,32.227,,,,,,
ule,1,275,2,13.35,19.7,32.1,10.86,8.144,,,60,33.687,36.977,29.267,32.433
ule,1,275,3,3.746,5.34,35.1,7.364,5.523,,,65,34.020,37.270,29.437,32.477
ule,1,280,0,63.29,79.95,36.1,29.89,22.42,,,70,34.063,37.727,29.433,32.600
ule,1,280,1,155.3,214.3,41.1,68.44,51.33,,,75,34.227,37.977,29.600,32.730
ule,1,280,2,13.36,19.72,32.1,10.86,8.148,,,80,34.520,38.060,29.727,32.850
ule,1,280,3,3.746,5.343,35.1,7.365,5.524,,,85,34.643,38.270,29.893,32.937
ule,1,285,0,64.84,81.85,36.1,30.46,22.85,,,90,34.603,38.350,30.183,33.060
ule,1,285,1,158.4,218.4,41.1,69.66,52.25,,,95,34.727,38.477,30.267,33.143
ule,1,285,2,13.36,19.75,32.1,10.87,8.152,,,100,34.687,38.603,30.393,33.353
ule,1,285,3,3.746,5.346,35.1,7.365,5.524,,,105,34.600,38.683,30.560,33.560
ule,1,290,0,66.37,83.71,36.1,31.03,23.27,,,110,34.730,38.643,30.810,33.687
ule,1,290,1,161.6,222.6,41.1,70.89,53.17,,,115,34.850,38.767,30.933,33.767
ule,1,290,2,13.37,19.77,32.1,10.87,8.155,,,120,34.853,38.977,31.060,33.853
ule,1,290,3,3.747,5.348,35.1,7.366,5.524,,,125,34.977,39.017,31.140,33.933
ule,1,295,0,67.72,85.36,36.1,31.53,23.65,,,130,35.230,38.937,31.103,34.100
ule,1,295,1,165,227,41.1,72.18,54.14,,,135,35.267,38.893,31.390,34.227
ule,1,295,2,13.37,19.8,32.1,10.88,8.159,,,140,35.353,39.103,31.477,34.143
ule,1,295,3,3.747,5.351,35.1,7.366,5.525,,,145,35.477,39.310,31.517,34.060
ule,1,300,0,68.9,86.78,36.1,31.96,23.97,,,150,35.520,39.393,31.557,34.060
ule,1,300,1,168.5,231.7,41.1,73.54,55.16,,,155,35.687,39.143,31.600,34.227
ule,1,300,2,13.38,19.82,32.1,10.88,8.163,,,160,35.853,38.893,31.810,34.310
ule,1,300,3,3.747,5.354,35.1,7.367,5.525,,,165,36.020,38.810,31.850,34.350
ule,1,305,0,69.87,87.89,36.1,32.31,24.23,,,170,36.103,39.017,31.893,34.270
ule,1,305,1,172.2,236.7,41.1,75,56.25,,,175,36.187,39.227,31.767,34.227
ule,1,305,2,13.38,19.85,32.1,10.89,8.166,,,180,36.393,39.187,31.810,34.267
ule,1,305,3,3.748,5.356,35.1,7.367,5.525,,,185,36.477,39.270,31.850,34.267
ule,1,310,0,71.11,89.4,36.1,32.77,24.58,,,190,36.560,39.477,31.767,34.267
ule,1,310,1,175.6,241.3,41.1,76.33,57.25,,,195,36.643,39.687,31.810,34.143
ule,1,310,2,13.39,19.88,32.1,10.89,8.17,,,200,36.727,39.893,31.727,34.143
ule,1,310,3,3.748,5.359,35.1,7.368,5.526,,,205,36.810,39.937,31.770,34.183
ule,1,315,0,71.99,90.42,36.1,33.08,24.81,,,210,36.850,40.017,31.810,34.227
ule,1,315,1,179.4,246.4,41.1,77.82,58.36,,,215,36.893,40.060,31.890,34.267
ule,1,315,2,13.39,19.9,32.1,10.9,8.174,,,220,36.933,40.060,31.933,34.310
ule,1,315,3,3.748,5.361,35.1,7.368,5.526,,,225,37.143,39.933,31.973,34.350
ule,1,320,0,72.87,91.44,36.1,33.4,25.05,,,230,37.143,39.977,32.060,34.437
ule,1,320,1,183.2,251.5,41.1,79.31,59.48,,,235,36.977,40.183,32.140,34.517
ule,1,320,2,13.39,19.93,32.1,10.9,8.177,,,240,36.977,40.227,32.183,34.560
ule,1,320,3,3.749,5.364,35.1,7.369,5.527,,,245,36.810,40.433,32.267,34.600
ule,1,325,0,73.81,92.53,36.6,33.82,25.37,,,250,36.683,40.600,32.350,34.643
ule,1,325,1,186.7,256.2,40.6,80.59,60.44,,,255,36.850,40.433,32.350,34.683
ule,1,325,2,13.4,19.95,32.1,10.91,8.181,,,260,36.893,40.433,32.390,34.727
ule,1,325,3,3.749,5.367,35.1,7.369,5.527,,,265,36.727,40.600,32.433,34.767
ule,1,330,0,75.28,94.36,37.1,34.46,25.84,,,270,36.727,40.600,32.433,34.767
ule,1,330,1,189.7,260.2,40.1,81.66,61.24,,,275,36.933,40.433,32.433,34.767
ule,1,330,2,13.4,19.97,32.1,10.91,8.185,,,280,36.810,40.600,32.433,34.767
ule,1,330,3,3.749,5.369,35.1,7.37,5.527,,,285,37.017,40.433,32.393,34.767
ule,1,335,0,77.09,96.69,37.1,35.15,26.36,,,290,36.977,40.433,32.393,34.767
ule,1,335,1,192.3,263.6,40.1,82.66,61.99,,,295,37.017,40.433,32.393,34.767
ule,1,335,2,13.41,20,32.1,10.92,8.188,,,300,36.850,40.600,32.393,34.767
ule,1,335,3,3.75,5.372,35.1,7.37,5.528,,,305,36.850,40.600,32.393,34.767
ule,1,340,0,78.87,99,37.1,35.83,26.87,,,310,37.060,40.433,32.393,34.767
ule,1,340,1,194.8,267.1,40.1,83.67,62.75,,,315,37.060,40.433,32.393,34.767
ule,1,340,2,13.41,20.02,32.1,10.92,8.192,,,320,37.143,40.227,32.350,34.727
ule,1,340,3,3.75,5.374,35.1,7.371,5.528,,,325,37.143,40.227,32.393,34.727
ule,1,345,0,80.66,101.3,37.1,36.51,27.38,,,330,37.517,39.893,32.393,34.727
ule,1,345,1,197.4,270.6,40.1,84.68,63.51,,,335,37.350,40.060,32.393,34.727
ule,1,345,2,13.42,20.05,32.23,10.95,8.211,,,340,37.517,39.893,32.393,34.770
ule,1,345,3,3.75,5.377,35.1,7.371,5.528,,,345,37.683,39.727,32.437,34.770
ule,1,350,0,82.36,103.5,37.1,37.17,27.87,,,350,37.683,39.727,32.477,34.770
ule,1,350,1,200,274.2,40.1,85.72,64.29,,,355,37.683,39.727,32.520,34.770
ule,1,350,2,13.42,20.07,32.35,10.97,8.23,,,360,37.767,39.767,32.600,34.810
ule,1,350,3,3.751,5.38,35.1,7.372,5.529,,,365,37.600,39.933,32.643,34.810
ule,1,355,0,84.07,105.8,37.1,37.83,28.37,,,370,37.393,39.933,32.683,35.017
ule,1,355,1,202.5,277.9,40.1,86.75,65.06,,,375,37.350,39.767,32.850,35.103
ule,1,355,2,13.42,20.1,32.48,11,8.25,,,380,37.350,39.767,32.893,35.103
ule,1,355,3,3.751,5.383,35.1,7.372,5.529,,,385,37.183,39.977,32.893,35.143
ule,1,360,0,85.77,108,37.1,38.49,28.86,,,390,37.183,39.977,32.937,35.187
ule,1,360,1,205,281.5,40.1,87.78,65.84,,,395,37.017,40.183,32.937,35.227
ule,1,360,2,13.43,20.12,32.6,11.03,8.269,,,400,36.810,40.183,32.977,35.477
ule,1,360,3,3.752,5.385,35.1,7.373,5.53,,,405,36.767,40.017,33.143,35.560
ule,1,365,0,87.4,110.2,36.6,39.04,29.28,,,410,36.687,40.393,33.183,35.393
ule,1,365,1,207.9,285.6,40.6,89.02,66.77,,,415,36.687,40.227,33.350,35.393
ule,1,365,2,13.43,20.15,32.73,11.05,8.288,,,420,36.643,39.893,33.600,35.433
ule,1,365,3,3.752,5.389,35.1,7.373,5.53,,,425,36.850,39.727,33.600,35.433
ule,1,370,0,88.88,112.2,36.1,39.54,29.65,,,430,36.770,39.893,33.600,35.433
ule,1,370,1,210.9,290,41.1,90.33,67.75,,,435,36.977,39.683,33.600,35.433
ule,1,370,2,13.44,20.17,32.85,11.08,8.308,,,440,37.230,39.683,33.560,35.227
ule,1,370,3,3.752,5.392,35.1,7.374,5.531,,,445,37.437,39.560,33.517,35.227
ule,1,375,0,90.12,113.9,36.1,40.02,30.01,,,450,37.477,39.520,33.477,35.227
ule,1,375,1,214.2,294.7,41.1,91.66,68.74,,,455,37.603,39.893,33.227,35.183
ule,1,375,2,13.44,20.2,32.85,11.08,8.311,,,460,37.560,40.393,33.017,35.143
ule,1,375,3,3.753,5.396,35.1,7.375,5.531,,,465,37.437,40.520,33.060,35.143
ule,1,380,0,91.45,115.6,36.1,40.53,30.4,,,470,37.437,40.560,33.060,35.143
ule,1,380,1,217.4,299.3,41.1,92.96,69.72,,,475,37.310,40.770,33.100,35.143
ule,1,380,2,13.45,20.22,32.98,11.11,8.331,,,480,37.143,40.813,33.267,35.143
ule,1,380,3,3.753,5.4,35.1,7.375,5.532,,,485,37.017,40.977,33.307,35.100
ule,1,385,0,92.77,117.4,36.1,41.04,30.78,,,490,36.977,40.810,33.473,35.100
ule,1,385,1,220.6,303.9,41.1,94.26,70.69,,,495,36.893,40.437,33.727,35.100
ule,1,385,2,13.45,20.25,32.98,11.11,8.334,,,500,36.853,40.313,33.850,35.100
ule,1,385,3,3.754,5.404,35.1,7.376,5.532,,,505,36.810,40.147,33.973,35.143
ule,1,390,0,94.1,119.1,36.1,41.56,31.17,,,510,36.727,39.810,34.100,35.310
ule,1,390,1,223.8,308.4,41.1,95.56,71.67,,,515,36.643,39.433,34.350,35.393
ule,1,390,2,13.45,20.27,32.98,11.12,8.338,,,520,36.643,39.437,34.350,35.393
ule,1,390,3,3.754,5.41,35.1,7.377,5.533,,,525,36.643,39.393,34.350,35.393
ule,1,395,0,95.42,120.9,36.1,42.06,31.55,,,530,36.683,39.560,34.223,35.393
ule,1,395,1,227.1,313,41.1,96.88,72.66,,,535,36.893,39.560,34.057,35.437
ule,1,395,2,13.46,20.3,32.98,11.12,8.341,,,540,36.933,39.727,33.933,35.437
ule,1,395,3,3.755,5.416,35.1,7.378,5.534,,,545,37.100,39.600,33.890,35.393
ule,1,400,0,96.64,122.4,36.1,42.53,31.9,,,550,37.353,39.810,33.767,35.227
ule,1,400,1,230.5,317.8,41.1,98.24,73.68,,,555,37.393,40.060,33.640,35.143
ule,1,400,2,13.46,20.32,32.98,11.13,8.344,,,560,37.393,40.060,33.640,35.143
ule,1,400,3,3.755,5.424,35.1,7.38,5.535,,,565,37.393,40.270,33.517,35.143
ule,1,405,0,97.75,123.8,36.1,42.95,32.21,,,570,37.350,40.183,33.517,35.310
ule,1,405,1,234.1,322.7,41.1,99.65,74.74,,,575,37.187,40.437,33.560,35.267
ule,1,405,2,13.47,20.34,32.98,11.13,8.347,,,580,37.143,40.310,33.683,35.267
ule,1,405,3,3.756,5.432,35.1,7.381,5.536,,,585,36.977,40.520,33.723,35.267
ule,1,410,0,98.51,124.7,36.23,43.25,32.43,,,590,36.727,40.310,33.977,35.310
ule,1,410,1,238,328.2,41.1,101.2,75.91,,,595,36.727,40.310,33.977,35.310
ule,1,410,2,13.47,20.36,32.98,11.13,8.35,,,600,36.683,40.143,34.100,35.350
ule,1,410,3,3.757,5.442,35.1,7.383,5.537,,,605,36.727,40.143,34.100,35.350
ule,1,415,0,99.52,126,36.23,43.62,32.72,,,610,36.727,40.143,34.223,35.183
ule,1,415,1,241.5,333,40.6,102.5,76.89,,,615,36.767,40.227,34.100,35.183
ule,1,415,2,13.64,20.6,33.48,11.28,8.464,,,620,36.730,39.977,34.227,35.227
ule,1,415,3,3.757,5.452,35.1,7.385,5.539,,,625,36.730,39.977,34.227,35.227
ule,1,420,0,100.4,127,36.23,43.95,32.96,,,630,36.770,40.183,34.100,35.183
ule,1,420,1,244.5,337.3,40.1,103.7,77.74,,,635,36.893,40.143,33.977,35.183
ule,1,420,2,14.36,21.62,33.85,11.64,8.729,,,640,37.060,40.103,33.810,35.143
ule,1,420,3,3.758,5.464,35.1,7.387,5.54,,,645,37.060,40.060,33.810,35.143
ule,1,425,0,101.3,128.1,36.35,44.29,33.21,,,650,37.020,39.977,33.600,35.103
ule,1,425,1,247.6,341.6,40.1,104.9,78.66,,,655,37.020,40.020,33.600,35.103
ule,1,425,2,15.09,22.64,33.85,11.93,8.947,,,660,37.060,40.227,33.477,35.060
ule,1,425,3,3.758,5.476,35.1,7.389,5.542,,,665,37.060,40.187,33.477,35.060
ule,1,430,0,102.1,129,36.48,44.59,33.44,,,670,37.060,40.103,33.473,35.060
ule,1,430,1,250.8,346,40.1,106.1,79.61,,,675,36.977,40.270,33.473,35.060
ule,1,430,2,15.81,23.67,33.85,12.22,9.166,,,680,36.853,40.477,33.517,35.060
ule,1,430,3,3.759,5.489,35.1,7.391,5.543,,,685,36.853,40.520,33.517,35.060
ule,1,435,0,103,130.1,36.6,44.94,33.71,,,690,37.103,40.603,33.560,35.100
ule,1,435,1,253.8,350.3,40.1,107.4,80.52,,,695,37.270,40.477,33.517,35.100
ule,1,435,2,16.53,24.69,33.85,12.51,9.384,,,700,37.477,40.520,33.350,35.100
ule,1,435,3,3.76,5.501,35.1,7.393,5.545,,,705,37.520,40.683,33.227,35.100
ule,1,440,0,104.1,131.5,36.73,45.38,34.03,,,710,37.560,40.893,33.100,35.100
ule,1,440,1,256.6,354.2,40.1,108.5,81.37,,,715,37.727,40.727,33.057,35.100
ule,1,440,2,17.26,25.72,33.85,12.8,9.603,,,720,37.727,40.893,32.933,35.100
ule,1,440,3,3.76,5.513,35.1,7.396,5.547,,,725,37.893,40.727,32.933,35.100
ule,1,445,0,105.1,132.9,36.85,45.81,34.36,,,730,37.893,40.683,32.933,35.100
ule,1,445,1,259.4,358.2,40.23,109.6,82.23,,,735,37.853,40.727,32.973,35.100
ule,1,445,2,17.98,26.74,33.85,13.1,9.821,,,740,37.687,40.893,33.017,35.100
ule,1,445,3,3.761,5.526,35.1,7.398,5.548,,,745,37.687,40.933,33.017,35.100
ule,1,450,0,106.2,134.2,36.85,46.22,34.67,,,750,37.687,40.977,33.017,35.100
ule,1,450,1,262.3,362.1,40.23,110.8,83.07,,,755,37.477,41.060,33.183,35.143
ule,1,450,2,18.7,27.76,33.85,13.39,10.04,,,760,37.477,40.893,33.307,35.183
ule,1,450,3,3.761,5.538,35.1,7.4,5.55,,,765,37.433,40.727,33.393,35.227
ule,1,455,0,107.1,135.3,36.98,46.56,34.92,,,770,37.187,40.560,33.683,35.267
ule,1,455,1,265.5,366.6,40.73,112.1,84.11,,,775,37.020,40.477,33.810,35.310
ule,1,455,2,19.27,28.57,33.48,13.55,10.16,,,780,37.143,40.100,33.890,35.350
ule,1,455,3,3.762,5.55,35.1,7.402,5.552,,,785,37.143,40.100,33.890,35.350
ule,1,460,0,108.2,136.6,37.1,46.98,35.24,,,790,37.143,40.100,33.890,35.350
ule,1,460,1,269.1,371.6,41.23,113.7,85.24,,,795,37.310,40.060,33.767,35.310
ule,1,460,2,19.27,28.58,33.1,13.49,10.12,,,800,37.310,40.267,33.640,35.267
ule,1,460,3,3.763,5.562,35.1,7.404,5.553,,,805,37.310,40.560,33.560,35.227
ule,1,465,0,109.4,138.1,37.1,47.43,35.57,,,810,37.393,40.933,33.307,35.183
ule,1,465,1,272.5,376.4,41.23,115,86.27,,,815,37.603,40.977,33.183,35.143
ule,1,465,2,19.28,28.6,33.1,13.5,10.12,,,820,37.477,41.350,33.100,35.100
ule,1,465,3,3.763,5.573,35.1,7.406,5.555,,,825,37.477,41.350,33.100,35.100
ule,1,470,0,110.6,139.7,37.1,47.89,35.92,,,830,37.643,41.183,33.057,35.100
ule,1,470,1,276,381.2,41.23,116.4,87.3,,,835,37.517,41.350,33.057,35.100
ule,1,470,2,19.28,28.62,33.1,13.5,10.12,,,840,37.687,41.060,33.017,35.310
ule,1,470,3,3.764,5.584,35.1,7.408,5.556,,,845,37.683,40.850,33.143,35.350
ule,1,475,0,111.9,141.3,37.1,48.38,36.29,,,850,37.810,40.560,33.267,35.393
ule,1,475,1,279.3,385.8,41.23,117.7,88.29,,,855,37.643,40.770,33.267,35.393
ule,1,475,2,19.28,28.64,33.1,13.5,10.13,,,860,37.810,40.687,33.227,35.393
ule,1,475,3,3.765,5.594,35.1,7.41,5.557,,,865,37.810,40.687,33.227,35.393
ule,1,480,0,113.2,143,37.1,48.87,36.66,,,870,37.643,40.893,33.267,35.393
ule,1,480,1,282.6,390.4,41.23,119,89.28,,,875,37.643,40.937,33.267,35.393
ule,1,480,2,19.29,28.66,33.1,13.51,10.13,,,880,37.683,41.143,33.310,35.183
ule,1,480,3,3.765,5.605,35.1,7.412,5.559,,,885,37.560,41.477,33.183,35.143
ule,1,485,0,114.6,144.7,37.1,49.41,37.06,,,890,37.433,41.767,33.057,35.100
ule,1,485,1,285.9,394.8,41.1,120.3,90.23,,,895,37.433,41.767,33.057,35.100
ule,1,485,2,19.29,28.67,33.1,13.51,10.13,,,900,37.267,41.893,33.100,35.100
ule,1,485,3,3.766,5.616,35.1,7.414,5.56,,,905,37.227,41.770,33.227,35.143
ule,1,490,0,116,146.5,37.1,49.94,37.46,,,910,37.227,41.727,33.227,35.143
ule,1,490,1,289.1,399.3,41.1,121.6,91.18,,,915,37.393,41.603,33.227,35.143
ule,1,490,2,19.3,28.69,33.1,13.51,10.14,,,920,37.227,41.687,33.227,35.143
ule,1,490,3,3.766,5.626,35.1,7.415,5.562,,,925,37.227,41.643,33.227,35.143
ule,1,495,0,117.5,148.4,37.1,50.51,37.88,,,930,37.227,41.687,33.227,35.143
ule,1,495,1,292.3,403.6,41.1,122.8,92.11,,,935,37.393,41.477,33.227,35.143
ule,1,495,2,19.3,28.71,33.1,13.52,10.14,,,940,37.393,41.310,33.350,35.183
ule,1,495,3,3.767,5.637,35.1,7.417,5.563,,,945,37.560,41.143,33.350,35.183
ule,1,500,0,118.8,150,37.1,50.99,38.24,,,950,37.850,41.040,33.100,35.100
ule,1,500,1,295.6,408.2,41.23,124.2,93.13,,,955,37.600,41.165,33.225,35.350
ule,1,500,2,19.3,28.73,33.1,13.52,10.14,,,960,38.100,40.350,33.100,35.100
ule,1,500,3,3.768,5.648,35.1,7.419,5.564,,,965,38.600,40.100,33.100,35.100
ule,1,505,0,120.1,151.6,37.1,51.47,38.6,,ule Total,,36.805,40.072,32.747,34.801
ule,1,505,1,299,412.8,41.23,125.5,94.12,,,,,,,
ule,1,505,2,19.31,28.74,33.1,13.53,10.14,,,,,,,
ule,1,505,3,3.768,5.66,35.1,7.421,5.566,,,,,,,
ule,1,510,0,121.5,153.3,37.1,51.98,38.98,,,,,,,
ule,1,510,1,302.3,417.3,41.35,126.8,95.11,,,,,,,
ule,1,510,2,19.31,28.76,33.1,13.53,10.15,,,,,,,
ule,1,510,3,3.769,5.672,35.1,7.423,5.568,,,,,,,
ule,1,515,0,122.8,154.9,37.1,52.47,39.35,,,,,,,
ule,1,515,1,305.6,421.9,41.35,128.1,96.1,,,,,,,
ule,1,515,2,19.32,28.78,33.1,13.53,10.15
ule,1,515,3,3.769,5.684,35.1,7.426,5.569
ule,1,520,0,123.9,156.3,37.1,52.88,39.66
ule,1,520,1,309.1,426.8,41.48,129.6,97.17
ule,1,520,2,19.32,28.79,33.1,13.54,10.15
ule,1,520,3,3.77,5.696,35.1,7.428,5.571
ule,1,525,0,125.2,157.9,37.1,53.38,40.03
ule,1,525,1,312.4,431.4,41.48,130.9,98.16
ule,1,525,2,19.33,28.81,33.1,13.54,10.15
ule,1,525,3,3.771,5.708,35.1,7.43,5.572
ule,1,530,0,126.9,160.1,37.1,54.02,40.51
ule,1,530,1,315.3,435.5,41.48,132.1,99.04
ule,1,530,2,19.33,28.82,33.1,13.54,10.16
ule,1,530,3,3.771,5.72,35.1,7.432,5.574
ule,1,535,0,128.4,162.1,37.1,54.59,40.94
ule,1,535,1,318.5,439.9,41.48,133.3,99.98
ule,1,535,2,19.33,28.84,33.1,13.55,10.16
ule,1,535,3,3.772,5.732,35.1,7.434,5.576
ule,1,540,0,129.8,164,37.1,55.16,41.37
ule,1,540,1,321.7,444.3,41.48,134.6,100.9
ule,1,540,2,19.34,28.86,33.1,13.55,10.16
ule,1,540,3,3.772,5.745,35.1,7.436,5.577
ule,1,545,0,131.3,165.9,37.1,55.72,41.79
ule,1,545,1,324.8,448.6,41.6,135.8,101.9
ule,1,545,2,19.34,28.87,33.1,13.55,10.16
ule,1,545,3,3.773,5.757,35.1,7.438,5.579
ule,1,550,0,132.6,167.5,37.1,56.21,42.16
ule,1,550,1,328.2,453.3,41.6,137.2,102.9
ule,1,550,2,19.35,28.89,33.1,13.56,10.17
ule,1,550,3,3.774,5.769,35.1,7.44,5.58
ule,1,555,0,133.9,169.1,37.1,56.69,42.52
ule,1,555,1,331.7,458,41.73,138.6,103.9
ule,1,555,2,19.35,28.91,33.1,13.56,10.17
ule,1,555,3,3.774,5.781,35.1,7.443,5.582
ule,1,560,0,135.1,170.8,37.1,57.17,42.88
ule,1,560,1,335.1,462.5,41.73,139.9,104.9
ule,1,560,2,19.35,28.92,33.1,13.56,10.17
ule,1,560,3,3.775,5.793,35.1,7.445,5.584
ule,1,565,0,136.2,172.1,37.1,57.56,43.17
ule,1,565,1,338.8,467.5,41.73,141.3,106
ule,1,565,2,19.36,28.94,33.1,13.57,10.17
ule,1,565,3,3.776,5.806,35.1,7.447,5.585
ule,1,570,0,137.1,173.1,37.1,57.89,43.42
ule,1,570,1,342.6,472.6,41.85,142.8,107.1
ule,1,570,2,19.36,28.95,33.1,13.57,10.18
ule,1,570,3,3.776,5.818,35.1,7.449,5.587
ule,1,575,0,138.3,174.5,37.1,58.3,43.73
ule,1,575,1,346.2,477.3,41.98,144.3,108.2
ule,1,575,2,19.37,28.97,33.1,13.57,10.18
ule,1,575,3,3.777,5.83,35.1,7.451,5.588
ule,1,580,0,139.4,175.8,37.1,58.71,44.04
ule,1,580,1,349.9,482.1,41.98,145.7,109.2
ule,1,580,2,19.37,28.99,33.1,13.58,10.18
ule,1,580,3,3.777,5.842,35.1,7.453,5.59
ule,1,585,0,140.4,177,37.1,59.08,44.31
ule,1,585,1,353.6,487,41.98,147.1,110.3
ule,1,585,2,19.38,29,33.1,13.58,10.18
ule,1,585,3,3.778,5.854,35.1,7.455,5.592
ule,1,590,0,141.8,178.6,37.1,59.59,44.69
ule,1,590,1,357,491.4,41.98,148.4,111.3
ule,1,590,2,19.38,29.02,33.1,13.58,10.19
ule,1,590,3,3.779,5.866,35.1,7.457,5.593
ule,1,595,0,143.2,180.3,37.1,60.11,45.08
ule,1,595,1,360.3,495.8,41.98,149.7,112.3
ule,1,595,2,19.38,29.04,33.1,13.59,10.19
ule,1,595,3,3.779,5.878,35.1,7.46,5.595
ule,1,600,0,144.7,182.2,37.1,60.67,45.5
ule,1,600,1,363.4,500,41.98,150.9,113.2
ule,1,600,2,19.39,29.05,33.1,13.59,10.19
ule,1,600,3,3.78,5.89,35.1,7.462,5.596
ule,1,605,0,146.1,183.9,37.1,61.19,45.89
ule,1,605,1,366.7,504.3,42.1,152.2,114.1
ule,1,605,2,19.39,29.07,33.1,13.59,10.2
ule,1,605,3,3.78,5.903,35.1,7.464,5.598
ule,1,610,0,147.6,185.6,37.1,61.71,46.29
ule,1,610,1,370,508.7,42.1,153.5,115.1
ule,1,610,2,19.4,29.09,33.1,13.6,10.2
ule,1,610,3,3.781,5.915,35.1,7.466,5.599
ule,1,615,0,149.1,187.5,37.1,62.28,46.71
ule,1,615,1,373.2,512.9,41.98,154.7,116
ule,1,615,2,19.4,29.1,33.1,13.6,10.2
ule,1,615,3,3.782,5.927,35.1,7.468,5.601
ule,1,620,0,150.9,189.8,36.98,62.95,47.21
ule,1,620,1,375.8,516.4,41.35,155.6,116.7
ule,1,620,2,19.57,29.35,33.48,13.73,10.3
ule,1,620,3,3.782,5.939,35.1,7.47,5.603
ule,1,625,0,152.7,192.1,36.98,63.64,47.73
ule,1,625,1,378.4,519.9,41.35,156.6,117.5
ule,1,625,2,19.74,29.6,33.48,13.8,10.35
ule,1,625,3,3.783,5.951,35.1,7.472,5.604
ule,1,630,0,154.3,194.1,36.98,64.23,48.17
ule,1,630,1,381.4,523.8,41.35,157.8,118.3
ule,1,630,2,19.91,29.85,33.48,13.87,10.4
ule,1,630,3,3.783,5.961,35.1,7.474,5.606
ule,1,635,0,155.6,195.8,36.98,64.74,48.55
ule,1,635,1,384.5,528,41.35,159,119.2
ule,1,635,2,20.08,30.1,33.48,13.94,10.46
ule,1,635,3,3.784,5.97,35.1,7.476,5.607
ule,1,640,0,157.1,197.6,37.35,65.33,49
ule,1,640,1,387.3,531.8,40.73,160,120
ule,1,640,2,20.25,30.35,33.35,13.99,10.49
ule,1,640,3,3.784,5.978,35.1,7.477,5.608
ule,1,645,0,158.6,199.5,37.35,65.91,49.43
ule,1,645,1,390,535.4,40.6,161,120.8
ule,1,645,2,20.42,30.6,33.35,14.06,10.55
ule,1,645,3,3.785,5.985,35.1,7.478,5.609
ule,1,650,0,159.9,201.1,37.35,66.4,49.8
ule,1,650,1,392.9,539.3,40.6,162.1,121.6
ule,1,650,2,20.59,30.85,33.35,14.13,10.6
ule,1,650,3,3.785,5.991,35.1,7.479,5.61
ule,1,655,0,161.1,202.6,37.35,66.85,50.13
ule,1,655,1,395.9,543.4,40.73,163.4,122.5
ule,1,655,2,20.76,31.11,33.35,14.2,10.65
ule,1,655,3,3.786,5.995,35.1,7.48,5.61
ule,1,660,0,162,203.6,37.48,67.19,50.39
ule,1,660,1,399.4,548.2,41.35,164.8,123.6
ule,1,660,2,20.76,31.14,32.98,14.15,10.61
ule,1,660,3,3.786,5.998,35.1,7.481,5.611
ule,1,665,0,162.9,204.7,37.48,67.51,50.64
ule,1,665,1,402.9,553.1,41.35,166.2,124.7
ule,1,665,2,20.76,31.16,32.98,14.15,10.61
ule,1,665,3,3.786,6.001,35.1,7.481,5.611
ule,1,670,0,163.7,205.7,37.35,67.8,50.85
ule,1,670,1,405.9,557.3,40.73,167.3,125.5
ule,1,670,2,21.24,31.88,33.35,14.41,10.81
ule,1,670,3,3.787,6.004,35.1,7.482,5.611
ule,1,675,0,164.5,206.6,37.35,68.09,51.07
ule,1,675,1,408.9,561.6,40.73,168.5,126.4
ule,1,675,2,21.72,32.61,33.35,14.61,10.96
ule,1,675,3,3.787,6.007,35.1,7.482,5.612
ule,1,680,0,165.4,207.7,36.98,68.34,51.25
ule,1,680,1,412.1,566.2,41.35,169.9,127.5
ule,1,680,2,22.19,33.33,33.48,14.83,11.12
ule,1,680,3,3.788,6.011,35.1,7.483,5.612
ule,1,685,0,166.1,208.5,36.98,68.61,51.46
ule,1,685,1,415.4,570.9,41.48,171.3,128.5
ule,1,685,2,22.67,34.05,33.48,15.03,11.27
ule,1,685,3,3.788,6.014,35.1,7.484,5.613
ule,1,690,0,167,209.6,36.98,68.92,51.69
ule,1,690,1,418.6,575.6,41.48,172.6,129.5
ule,1,690,2,23.15,34.77,33.48,15.23,11.42
ule,1,690,3,3.788,6.017,35.1,7.484,5.613
ule,1,695,0,167.6,210.3,36.98,69.15,51.86
ule,1,695,1,422.1,580.5,41.48,174,130.5
